transaction_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_percent,subtotal,discount_amount,final_amount,days_since_purchase,city,population_2021,land_area_km2,population_density_km2
354,2026-04-25,CUST3201,Keyboard,1178.57,5,SAVE20,London,20,5892.85,1178.57,4714.28,148,London,"422,324",420.5,"1,004.3"
355,2026-05-06,CUST5074,Headphones,270.95,2,SAVE20,Waterloo,20,541.9,108.38,433.52,137,Waterloo,"121,436",64.06,"1,895.8"
356,2026-07-16,CUST5818,Laptop,563.77,3,NO_COUPON,Ottawa,0,1691.31,0.0,1691.31,66,Ottawa,"1,017,449",2788.2,364.9
357,2026-06-16,CUST1684,Headphones,119.22,5,SAVE30,Ottawa,30,596.1,178.83,417.27,96,Ottawa,"1,017,449",2788.2,364.9
358,2026-08-30,CUST5626,Monitor,1802.94,2,NO_COUPON,Waterloo,0,3605.88,0.0,3605.88,21,Waterloo,"121,436",64.06,"1,895.8"
359,2026-02-18,CUST1870,Smartwatch,189.97,1,SAVE10,Ottawa,10,189.97,19.0,170.97,214,Ottawa,"1,017,449",2788.2,364.9
360,2025-12-06,CUST6029,Headphones,978.39,1,SAVE20,Kitchener,20,978.39,195.68,782.71,288,Kitchener,"256,885",136.81,"1,877.6"
361,2026-06-29,CUST6135,Keyboard,966.43,3,SAVE30,Toronto,30,2899.29,869.79,2029.5,83,Toronto,"2,794,356",631.1,"4,427.8"
362,2026-02-04,CUST4345,Smartphone,1671.31,3,SAVE20,Kitchener,20,5013.93,1002.79,4011.14,228,Kitchener,"256,885",136.81,"1,877.6"
363,2026-01-13,CUST6136,Smartphone,521.73,5,SAVE30,Waterloo,30,2608.65,782.6,1826.05,250,Waterloo,"121,436",64.06,"1,895.8"
364,2026-08-10,CUST9516,Headphones,1155.03,2,SAVE10,Waterloo,10,2310.06,231.01,2079.05,41,Waterloo,"121,436",64.06,"1,895.8"
365,2025-10-15,CUST7115,Monitor,1653.64,4,SAVE20,London,20,6614.56,1322.91,5291.65,340,London,"422,324",420.5,"1,004.3"
366,2025-12-25,CUST6951,Laptop,1874.11,2,SAVE30,Kitchener,30,3748.22,1124.47,2623.75,269,Kitchener,"256,885",136.81,"1,877.6"
367,2025-10-28,CUST6231,Keyboard,555.79,3,NO_COUPON,Kitchener,0,1667.37,0.0,1667.37,327,Kitchener,"256,885",136.81,"1,877.6"
368,2025-09-29,CUST2894,Smartphone,935.05,5,SAVE10,Waterloo,10,4675.25,467.52,4207.73,356,Waterloo,"121,436",64.06,"1,895.8"
369,2025-12-08,CUST8015,Tablet,28.47,5,SAVE20,Kitchener,20,142.35,28.47,113.88,286,Kitchener,"256,885",136.81,"1,877.6"
370,2025-12-29,CUST1381,Headphones,1597.72,3,NO_COUPON,Ottawa,0,4793.16,0.0,4793.16,265,Ottawa,"1,017,449",2788.2,364.9
371,2026-06-08,CUST4847,Mouse,635.99,3,NO_COUPON,Ottawa,0,1907.97,0.0,1907.97,104,Ottawa,"1,017,449",2788.2,364.9
372,2026-03-02,CUST8936,Smartphone,999.38,2,SAVE20,London,20,1998.76,399.75,1599.01,202,London,"422,324",420.5,"1,004.3"
373,2025-10-28,CUST2809,Headphones,389.27,2,NO_COUPON,Waterloo,0,778.54,0.0,778.54,327,Waterloo,"121,436",64.06,"1,895.8"
374,2026-04-23,CUST5369,Smartwatch,1061.12,2,SAVE10,London,10,2122.24,212.22,1910.02,150,London,"422,324",420.5,"1,004.3"
375,2026-04-22,CUST9420,Headphones,1619.79,2,SAVE10,London,10,3239.58,323.96,2915.62,151,London,"422,324",420.5,"1,004.3"
376,2026-01-25,CUST5174,Keyboard,707.52,4,NO_COUPON,Ottawa,0,2830.08,0.0,2830.08,238,Ottawa,"1,017,449",2788.2,364.9
377,2025-12-12,CUST9763,Headphones,1522.29,5,SAVE20,London,20,7611.45,1522.29,6089.16,282,London,"422,324",420.5,"1,004.3"
378,2025-09-26,CUST3813,Smartwatch,25.09,1,SAVE20,London,20,25.09,5.02,20.07,359,London,"422,324",420.5,"1,004.3"
379,2026-07-10,CUST2553,Keyboard,410.61,2,SAVE10,Ottawa,10,821.22,82.12,739.1,72,Ottawa,"1,017,449",2788.2,364.9
380,2026-02-05,CUST5589,Laptop,1309.45,3,SAVE20,Toronto,20,3928.35,785.67,3142.68,227,Toronto,"2,794,356",631.1,"4,427.8"
381,2026-04-18,CUST2891,Tablet,1213.36,4,SAVE10,London,10,4853.44,485.34,4368.1,155,London,"422,324",420.5,"1,004.3"
382,2025-11-11,CUST4319,Mouse,504.96,1,NO_COUPON,Kitchener,0,504.96,0.0,504.96,313,Kitchener,"256,885",136.81,"1,877.6"
383,2026-06-26,CUST9030,Tablet,1002.82,4,NO_COUPON,Toronto,0,4011.28,0.0,4011.28,86,Toronto,"2,794,356",631.1,"4,427.8"
384,2025-10-16,CUST2357,Laptop,1949.7,5,SAVE10,Waterloo,10,9748.5,974.85,8773.65,339,Waterloo,"121,436",64.06,"1,895.8"
385,2026-01-04,CUST1805,Smartphone,190.5,4,SAVE10,London,10,762.0,76.2,685.8,259,London,"422,324",420.5,"1,004.3"
386,2025-12-23,CUST1160,Keyboard,1001.59,4,SAVE20,Kitchener,20,4006.36,801.27,3205.09,271,Kitchener,"256,885",136.81,"1,877.6"
387,2026-02-09,CUST4856,Mouse,570.35,1,NO_COUPON,Waterloo,0,570.35,0.0,570.35,223,Waterloo,"121,436",64.06,"1,895.8"
388,2026-01-21,CUST2148,Keyboard,1055.46,5,SAVE30,Waterloo,30,5277.3,1583.19,3694.11,242,Waterloo,"121,436",64.06,"1,895.8"
389,2026-01-27,CUST6913,Monitor,898.42,5,SAVE10,Waterloo,10,4492.1,449.21,4042.89,236,Waterloo,"121,436",64.06,"1,895.8"
390,2026-05-06,CUST4698,Keyboard,950.5,3,SAVE30,Kitchener,30,2851.5,855.45,1996.05,137,Kitchener,"256,885",136.81,"1,877.6"
391,2026-09-01,CUST7879,Keyboard,1771.97,4,SAVE10,Ottawa,10,7087.88,708.79,6379.09,19,Ottawa,"1,017,449",2788.2,364.9
392,2025-09-24,CUST8022,Tablet,1156.54,1,NO_COUPON,Toronto,0,1156.54,0.0,1156.54,361,Toronto,"2,794,356",631.1,"4,427.8"
393,2025-10-23,CUST5187,Monitor,1540.43,3,SAVE10,Kitchener,10,4621.29,462.13,4159.16,332,Kitchener,"256,885",136.81,"1,877.6"
394,2026-09-18,CUST6901,Smartwatch,1067.15,1,SAVE20,London,20,1067.15,213.43,853.72,2,London,"422,324",420.5,"1,004.3"
395,2025-10-02,CUST8137,Mouse,1381.65,2,SAVE20,Kitchener,20,2763.3,552.66,2210.64,353,Kitchener,"256,885",136.81,"1,877.6"
396,2026-03-01,CUST7072,Headphones,168.69,5,SAVE30,Waterloo,30,843.45,253.04,590.41,203,Waterloo,"121,436",64.06,"1,895.8"
397,2026-01-19,CUST9254,Smartphone,1685.19,5,NO_COUPON,Waterloo,0,8425.95,0.0,8425.95,244,Waterloo,"121,436",64.06,"1,895.8"
398,2026-09-14,CUST7563,Laptop,157.06,1,SAVE30,Waterloo,30,157.06,47.12,109.94,6,Waterloo,"121,436",64.06,"1,895.8"
399,2026-02-07,CUST6564,Tablet,1940.78,5,SAVE30,London,30,9703.9,2911.17,6792.73,225,London,"422,324",420.5,"1,004.3"
400,2026-05-12,CUST9396,Headphones,227.89,2,SAVE30,Kitchener,30,455.78,136.73,319.05,131,Kitchener,"256,885",136.81,"1,877.6"
401,2026-09-20,CUST1331,Smartwatch,447.78,3,SAVE10,Ottawa,10,1343.34,134.33,1209.01,0,Ottawa,"1,017,449",2788.2,364.9
402,2026-06-08,CUST3331,Headphones,52.12,5,NO_COUPON,Toronto,0,260.6,0.0,260.6,104,Toronto,"2,794,356",631.1,"4,427.8"
403,2025-11-14,CUST7330,Keyboard,1639.86,5,SAVE30,London,30,8199.3,2459.79,5739.51,310,London,"422,324",420.5,"1,004.3"
404,2026-08-06,CUST7990,Keyboard,1202.14,5,SAVE20,London,20,6010.7,1202.14,4808.56,45,London,"422,324",420.5,"1,004.3"
405,2026-05-02,CUST2576,Smartphone,1135.1,5,SAVE30,Toronto,30,5675.5,1702.65,3972.85,141,Toronto,"2,794,356",631.1,"4,427.8"
406,2026-05-01,CUST5635,Headphones,878.45,2,SAVE20,Kitchener,20,1756.9,351.38,1405.52,142,Kitchener,"256,885",136.81,"1,877.6"
407,2026-06-01,CUST8576,Mouse,1769.59,2,NO_COUPON,Waterloo,0,3539.18,0.0,3539.18,111,Waterloo,"121,436",64.06,"1,895.8"
408,2025-11-20,CUST5593,Smartwatch,455.45,1,SAVE30,Kitchener,30,455.45,136.64,318.81,304,Kitchener,"256,885",136.81,"1,877.6"
409,2026-07-15,CUST5230,Laptop,1773.87,3,SAVE10,Ottawa,10,5321.61,532.16,4789.45,67,Ottawa,"1,017,449",2788.2,364.9
410,2026-07-16,CUST7257,Mouse,1504.91,1,SAVE10,London,10,1504.91,150.49,1354.42,66,London,"422,324",420.5,"1,004.3"
411,2026-08-01,CUST6252,Mouse,533.88,1,SAVE30,Ottawa,30,533.88,160.16,373.72,50,Ottawa,"1,017,449",2788.2,364.9
412,2025-12-24,CUST2295,Keyboard,1811.51,5,SAVE10,Ottawa,10,9057.55,905.76,8151.79,270,Ottawa,"1,017,449",2788.2,364.9
413,2026-01-05,CUST7350,Smartphone,400.14,1,SAVE10,Toronto,10,400.14,40.01,360.13,258,Toronto,"2,794,356",631.1,"4,427.8"
414,2026-05-20,CUST8770,Tablet,881.56,2,SAVE20,Kitchener,20,1763.12,352.62,1410.5,123,Kitchener,"256,885",136.81,"1,877.6"
415,2025-11-15,CUST9560,Smartphone,1424.0,5,NO_COUPON,Kitchener,0,7120.0,0.0,7120.0,309,Kitchener,"256,885",136.81,"1,877.6"
416,2026-05-22,CUST6240,Smartphone,292.39,4,NO_COUPON,Waterloo,0,1169.56,0.0,1169.56,121,Waterloo,"121,436",64.06,"1,895.8"
417,2025-11-29,CUST7260,Smartwatch,1869.97,1,SAVE20,Kitchener,20,1869.97,373.99,1495.98,295,Kitchener,"256,885",136.81,"1,877.6"
418,2026-07-04,CUST7408,Smartphone,1475.74,1,SAVE30,Ottawa,30,1475.74,442.72,1033.02,78,Ottawa,"1,017,449",2788.2,364.9
419,2025-10-01,CUST8695,Keyboard,1487.1,3,SAVE20,Ottawa,20,4461.3,892.26,3569.04,354,Ottawa,"1,017,449",2788.2,364.9
420,2026-08-14,CUST1506,Headphones,804.61,4,NO_COUPON,Kitchener,0,3218.44,0.0,3218.44,37,Kitchener,"256,885",136.81,"1,877.6"
421,2026-03-08,CUST3268,Laptop,418.62,5,NO_COUPON,London,0,2093.1,0.0,2093.1,196,London,"422,324",420.5,"1,004.3"
422,2026-02-08,CUST7826,Mouse,1521.03,1,SAVE20,Ottawa,20,1521.03,304.21,1216.82,224,Ottawa,"1,017,449",2788.2,364.9
423,2026-05-30,CUST1148,Headphones,877.39,4,SAVE20,London,20,3509.56,701.91,2807.65,113,London,"422,324",420.5,"1,004.3"
424,2026-05-08,CUST9905,Monitor,308.87,2,NO_COUPON,London,0,617.74,0.0,617.74,135,London,"422,324",420.5,"1,004.3"
425,2025-12-13,CUST2224,Smartphone,428.11,4,SAVE20,Kitchener,20,1712.44,342.49,1369.95,281,Kitchener,"256,885",136.81,"1,877.6"
426,2025-12-20,CUST1610,Smartwatch,853.56,1,NO_COUPON,Kitchener,0,853.56,0.0,853.56,274,Kitchener,"256,885",136.81,"1,877.6"
427,2026-06-07,CUST4620,Laptop,312.69,5,SAVE30,Ottawa,30,1563.45,469.04,1094.41,105,Ottawa,"1,017,449",2788.2,364.9
428,2025-12-05,CUST8243,Mouse,1309.68,2,SAVE20,Ottawa,20,2619.36,523.87,2095.49,289,Ottawa,"1,017,449",2788.2,364.9
429,2025-09-29,CUST6221,Headphones,861.24,3,SAVE30,Waterloo,30,2583.72,775.12,1808.6,356,Waterloo,"121,436",64.06,"1,895.8"
430,2026-07-24,CUST8643,Laptop,1730.0,2,SAVE20,Waterloo,20,3460.0,692.0,2768.0,58,Waterloo,"121,436",64.06,"1,895.8"
431,2026-09-19,CUST7381,Headphones,83.45,4,NO_COUPON,London,0,333.8,0.0,333.8,1,London,"422,324",420.5,"1,004.3"
432,2026-03-06,CUST1274,Headphones,449.52,4,SAVE30,London,30,1798.08,539.42,1258.66,198,London,"422,324",420.5,"1,004.3"
433,2026-09-14,CUST5604,Laptop,1771.1,5,SAVE20,London,20,8855.5,1771.1,7084.4,6,London,"422,324",420.5,"1,004.3"
434,2025-10-09,CUST9279,Tablet,1900.57,4,SAVE20,Ottawa,20,7602.28,1520.46,6081.82,346,Ottawa,"1,017,449",2788.2,364.9
435,2025-12-01,CUST1060,Smartwatch,418.77,1,NO_COUPON,Ottawa,0,418.77,0.0,418.77,293,Ottawa,"1,017,449",2788.2,364.9
436,2026-07-02,CUST4412,Headphones,1697.85,1,NO_COUPON,Kitchener,0,1697.85,0.0,1697.85,80,Kitchener,"256,885",136.81,"1,877.6"
437,2026-08-26,CUST6477,Headphones,922.97,3,SAVE10,Toronto,10,2768.91,276.89,2492.02,25,Toronto,"2,794,356",631.1,"4,427.8"
438,2025-11-25,CUST6552,Headphones,537.59,4,SAVE20,Toronto,20,2150.36,430.07,1720.29,299,Toronto,"2,794,356",631.1,"4,427.8"
439,2026-01-07,CUST8488,Smartwatch,907.34,4,SAVE20,Ottawa,20,3629.36,725.87,2903.49,256,Ottawa,"1,017,449",2788.2,364.9
440,2026-04-09,CUST4056,Mouse,293.99,1,SAVE20,Toronto,20,293.99,58.8,235.19,164,Toronto,"2,794,356",631.1,"4,427.8"
441,2026-05-27,CUST1874,Monitor,1904.08,4,NO_COUPON,London,0,7616.32,0.0,7616.32,116,London,"422,324",420.5,"1,004.3"
442,2025-12-23,CUST8482,Smartwatch,616.6,3,SAVE10,Ottawa,10,1849.8,184.98,1664.82,271,Ottawa,"1,017,449",2788.2,364.9
443,2025-12-13,CUST5001,Smartwatch,277.71,3,SAVE30,Toronto,30,833.13,249.94,583.19,281,Toronto,"2,794,356",631.1,"4,427.8"
444,2025-10-02,CUST2233,Tablet,760.93,5,SAVE30,London,30,3804.65,1141.4,2663.25,353,London,"422,324",420.5,"1,004.3"
445,2026-07-30,CUST7139,Laptop,1110.32,3,NO_COUPON,London,0,3330.96,0.0,3330.96,52,London,"422,324",420.5,"1,004.3"
446,2026-04-01,CUST2545,Mouse,146.08,1,SAVE10,Kitchener,10,146.08,14.61,131.47,172,Kitchener,"256,885",136.81,"1,877.6"
447,2026-08-11,CUST3461,Mouse,199.96,2,SAVE20,Kitchener,20,399.92,79.98,319.94,40,Kitchener,"256,885",136.81,"1,877.6"
448,2026-07-27,CUST4101,Smartwatch,1548.08,1,SAVE20,Toronto,20,1548.08,309.62,1238.46,55,Toronto,"2,794,356",631.1,"4,427.8"
449,2025-10-11,CUST6345,Smartphone,1646.85,4,NO_COUPON,London,0,6587.4,0.0,6587.4,344,London,"422,324",420.5,"1,004.3"
450,2026-09-15,CUST7073,Laptop,901.85,4,SAVE20,Toronto,20,3607.4,721.48,2885.92,5,Toronto,"2,794,356",631.1,"4,427.8"
451,2025-12-21,CUST7574,Mouse,1805.64,5,NO_COUPON,London,0,9028.2,0.0,9028.2,273,London,"422,324",420.5,"1,004.3"
452,2026-04-10,CUST9387,Mouse,190.49,2,NO_COUPON,Kitchener,0,380.98,0.0,380.98,163,Kitchener,"256,885",136.81,"1,877.6"
453,2026-08-17,CUST2187,Keyboard,1748.65,2,SAVE20,London,20,3497.3,699.46,2797.84,34,London,"422,324",420.5,"1,004.3"
454,2026-02-02,CUST8527,Smartwatch,1138.76,1,SAVE10,London,10,1138.76,113.88,1024.88,230,London,"422,324",420.5,"1,004.3"
455,2026-06-27,CUST2511,Monitor,1247.43,4,SAVE10,Toronto,10,4989.72,498.97,4490.75,85,Toronto,"2,794,356",631.1,"4,427.8"
456,2026-03-03,CUST8949,Headphones,1967.47,4,SAVE10,Toronto,10,7869.88,786.99,7082.89,201,Toronto,"2,794,356",631.1,"4,427.8"
457,2026-09-16,CUST7358,Smartwatch,1813.94,2,SAVE20,Ottawa,20,3627.88,725.58,2902.3,4,Ottawa,"1,017,449",2788.2,364.9
458,2026-07-20,CUST8311,Headphones,805.77,1,SAVE30,Toronto,30,805.77,241.73,564.04,62,Toronto,"2,794,356",631.1,"4,427.8"
459,2026-06-06,CUST8612,Monitor,109.36,2,NO_COUPON,Ottawa,0,218.72,0.0,218.72,106,Ottawa,"1,017,449",2788.2,364.9
460,2026-02-25,CUST6789,Laptop,1940.82,3,NO_COUPON,London,0,5822.46,0.0,5822.46,207,London,"422,324",420.5,"1,004.3"
461,2026-09-10,CUST3618,Monitor,392.23,5,SAVE20,Kitchener,20,1961.15,392.23,1568.92,10,Kitchener,"256,885",136.81,"1,877.6"
462,2026-02-01,CUST2305,Laptop,1074.48,4,SAVE20,Waterloo,20,4297.92,859.58,3438.34,231,Waterloo,"121,436",64.06,"1,895.8"
463,2026-08-04,CUST4270,Headphones,408.25,5,SAVE10,Ottawa,10,2041.25,204.12,1837.13,47,Ottawa,"1,017,449",2788.2,364.9
464,2025-10-11,CUST9161,Smartphone,1698.8,3,SAVE20,London,20,5096.4,1019.28,4077.12,344,London,"422,324",420.5,"1,004.3"
465,2025-11-13,CUST4234,Tablet,906.11,5,SAVE10,Waterloo,10,4530.55,453.06,4077.49,311,Waterloo,"121,436",64.06,"1,895.8"
466,2026-08-06,CUST6184,Keyboard,483.53,5,SAVE10,Toronto,10,2417.65,241.76,2175.89,45,Toronto,"2,794,356",631.1,"4,427.8"
467,2025-12-21,CUST2357,Mouse,343.66,1,NO_COUPON,Toronto,0,343.66,0.0,343.66,273,Toronto,"2,794,356",631.1,"4,427.8"
468,2026-07-10,CUST2906,Headphones,454.84,2,SAVE10,Kitchener,10,909.68,90.97,818.71,72,Kitchener,"256,885",136.81,"1,877.6"
469,2026-03-12,CUST1825,Mouse,293.64,2,SAVE30,Toronto,30,587.28,176.18,411.1,192,Toronto,"2,794,356",631.1,"4,427.8"
470,2026-08-06,CUST1818,Tablet,642.66,1,SAVE20,London,20,642.66,128.53,514.13,45,London,"422,324",420.5,"1,004.3"
471,2026-05-11,CUST6413,Monitor,1771.09,4,SAVE30,Waterloo,30,7084.36,2125.31,4959.05,132,Waterloo,"121,436",64.06,"1,895.8"
472,2026-03-12,CUST2867,Laptop,1262.44,4,SAVE30,London,30,5049.76,1514.93,3534.83,192,London,"422,324",420.5,"1,004.3"
473,2026-08-18,CUST2099,Keyboard,899.34,2,NO_COUPON,Waterloo,0,1798.68,0.0,1798.68,33,Waterloo,"121,436",64.06,"1,895.8"
474,2025-11-13,CUST6127,Mouse,1084.28,1,NO_COUPON,London,0,1084.28,0.0,1084.28,311,London,"422,324",420.5,"1,004.3"
475,2026-03-22,CUST9071,Smartwatch,476.77,2,SAVE10,Kitchener,10,953.54,95.35,858.19,182,Kitchener,"256,885",136.81,"1,877.6"
476,2026-09-20,CUST9491,Smartphone,230.72,3,SAVE20,Toronto,20,692.16,138.43,553.73,0,Toronto,"2,794,356",631.1,"4,427.8"
477,2026-05-06,CUST9769,Monitor,1557.45,5,NO_COUPON,Kitchener,0,7787.25,0.0,7787.25,137,Kitchener,"256,885",136.81,"1,877.6"
478,2026-01-07,CUST6338,Mouse,1503.11,3,NO_COUPON,London,0,4509.33,0.0,4509.33,256,London,"422,324",420.5,"1,004.3"
479,2026-01-27,CUST1655,Keyboard,1777.75,4,SAVE30,Toronto,30,7111.0,2133.3,4977.7,236,Toronto,"2,794,356",631.1,"4,427.8"
480,2026-09-13,CUST7736,Mouse,115.0,4,SAVE10,Toronto,10,460.0,46.0,414.0,7,Toronto,"2,794,356",631.1,"4,427.8"
481,2026-07-27,CUST9990,Monitor,687.66,5,SAVE10,Kitchener,10,3438.3,343.83,3094.47,55,Kitchener,"256,885",136.81,"1,877.6"
482,2026-07-22,CUST1093,Mouse,910.28,5,SAVE10,Toronto,10,4551.4,455.14,4096.26,60,Toronto,"2,794,356",631.1,"4,427.8"
483,2026-08-20,CUST9508,Smartphone,1187.24,1,NO_COUPON,Kitchener,0,1187.24,0.0,1187.24,31,Kitchener,"256,885",136.81,"1,877.6"
484,2026-05-04,CUST3873,Mouse,732.09,3,SAVE20,Waterloo,20,2196.27,439.25,1757.02,139,Waterloo,"121,436",64.06,"1,895.8"
485,2026-08-11,CUST2406,Mouse,836.44,2,SAVE10,Ottawa,10,1672.88,167.29,1505.59,40,Ottawa,"1,017,449",2788.2,364.9
486,2026-02-19,CUST1672,Mouse,1008.85,3,SAVE30,Toronto,30,3026.55,907.96,2118.59,213,Toronto,"2,794,356",631.1,"4,427.8"
487,2026-02-12,CUST1827,Mouse,1348.0,5,SAVE20,Toronto,20,6740.0,1348.0,5392.0,220,Toronto,"2,794,356",631.1,"4,427.8"
488,2026-08-25,CUST1883,Monitor,319.87,1,SAVE30,Ottawa,30,319.87,95.96,223.91,26,Ottawa,"1,017,449",2788.2,364.9
489,2026-01-07,CUST8101,Tablet,729.58,2,SAVE10,Kitchener,10,1459.16,145.92,1313.24,256,Kitchener,"256,885",136.81,"1,877.6"
490,2026-07-04,CUST4979,Smartphone,1321.88,5,SAVE10,Ottawa,10,6609.4,660.94,5948.46,78,Ottawa,"1,017,449",2788.2,364.9
491,2025-09-27,CUST3497,Smartwatch,1371.85,2,NO_COUPON,Toronto,0,2743.7,0.0,2743.7,358,Toronto,"2,794,356",631.1,"4,427.8"
492,2025-11-24,CUST9748,Laptop,1362.36,4,SAVE30,London,30,5449.44,1634.83,3814.61,300,London,"422,324",420.5,"1,004.3"
493,2026-02-13,CUST7007,Mouse,1254.83,2,NO_COUPON,Kitchener,0,2509.66,0.0,2509.66,219,Kitchener,"256,885",136.81,"1,877.6"
494,2026-06-12,CUST2906,Mouse,1063.49,4,SAVE30,Toronto,30,4253.96,1276.19,2977.77,100,Toronto,"2,794,356",631.1,"4,427.8"
495,2026-02-16,CUST8010,Smartphone,1734.78,2,SAVE20,Toronto,20,3469.56,693.91,2775.65,216,Toronto,"2,794,356",631.1,"4,427.8"
496,2026-08-16,CUST2542,Smartphone,819.49,5,SAVE30,London,30,4097.45,1229.23,2868.22,35,London,"422,324",420.5,"1,004.3"
497,2026-07-02,CUST6477,Smartphone,1489.13,4,SAVE30,Kitchener,30,5956.52,1786.96,4169.56,80,Kitchener,"256,885",136.81,"1,877.6"
498,2026-01-24,CUST6608,Laptop,1658.65,1,SAVE30,Kitchener,30,1658.65,497.6,1161.05,239,Kitchener,"256,885",136.81,"1,877.6"
499,2026-09-06,CUST4590,Tablet,65.43,3,SAVE30,London,30,196.29,58.89,137.4,14,London,"422,324",420.5,"1,004.3"
500,2026-01-02,CUST6928,Headphones,1510.35,4,NO_COUPON,Toronto,0,6041.4,0.0,6041.4,261,Toronto,"2,794,356",631.1,"4,427.8"
